ing_amount,ingredients,preparation,title,url
"2 oz.,0.5 oz.,4.5 oz.","Gin,Lime Juice,Soda Water"," Fill your highball glass with ice,Pour the gin and lime juice directly into the glass,Top off the glass with soda water,Lastly, garnish your cocktail with a lime wedge",Gin Rickey,https://www.makemycocktail.com/cocktails/GinRickey.php
"1 oz.,1 oz.,1 oz.","Brandy,Chocolate Liqueur,Cream"," Chill your martini glass before preparing the cocktail,Fill a shaker 2/3 full with cracked ice,Add the cognac, white creme de cacao and cream to the shaker,Shake your cocktail for 25-30 seconds,Strain the shaker contents into the chilled martini glass,Lastly, garnish your cocktail with grated nutmeg",Brandy Alexander,https://www.makemycocktail.com/cocktails/BrandyAlexander.php
"2 oz.,0.5 oz.,0.5 oz.,3 oz.","Sloe Berry Liqueur,Lemon Juice,Simple Syrup,Soda Water"," Fill your highball glass with ice,Fill your cocktail shaker 2/3 full with cracked ice,Pour the sloe gin, lemon juice and simple syrup into the cocktail shaker,Shake your cocktail for 10-15 seconds,Strain the shaker contents into the highball glass,Top off the glass with soda water,Gently stir with a straw,Lastly, garnish your cocktail with a lemon wedge",Sloe Gin Fizz,https://www.makemycocktail.com/cocktails/SloeGinFizz.php
"2 oz.,1 oz.,3 dash","Tequila,Sweet Vermouth,Bitters"," Chill your coupe glass before preparing the cocktail,Fill a mixing glass 2/3 full with cracked ice,Add the tequila, sweet vermouth and bitters to the mixing glass,Stir your cocktail for 30-45 seconds,Strain the mixing glass contents into the chilled coupe glass,Lastly, garnish your cocktail with a cherry",Tequila Manhattan,https://www.makemycocktail.com/cocktails/TequilaManhattan.php
"2 oz.,0.5 oz.,4 oz.","Tequila,Lime Juice,Ginger Beer"," Fill your copper mug with ice,Pour the tequila and lime juice directly into the mug,Top off the mug with ginger beer,Lastly, garnish your cocktail with a lime wedge",Mexican Mule,https://www.makemycocktail.com/cocktails/MexicanMule.php
"1 oz.,0.5 oz.,1.5 oz.","Vodka,Raspberry Liqueur,Pineapple Juice"," Chill your martini glass before preparing the cocktail,Fill your cocktail shaker 2/3 full with cracked ice,Pour the vodka, raspberry liqueur and pineapple juice into the cocktail shaker,Shake your cocktail for 10-15 seconds,Strain the shaker contents into the chilled martini glass,Lastly, garnish your cocktail with a pineapple wedge",French Martini,https://www.makemycocktail.com/cocktails/FrenchMartini.php
"2 oz.,1 oz.,1 oz.,1 dash","Tequila,Lime Juice,Almond Syrup*,Bitters"," Fill your rocks glass with ice,Fill a shaker 2/3 full with cracked ice,Add the tequila, lime juice, almond syrup and orange bitters to the shaker,Shake your cocktail for 10-15 seconds,Strain the shaker contents into the rocks glass,Lastly, garnish your cocktail with grated nutmeg",Infante,https://www.makemycocktail.com/cocktails/Infante.php
"1 oz.,1 oz.,0.5 oz.,0.5 oz.","Gin,Orange Liqueur,Orange Juice,Lemon Juice"," Chill your coupe glass before preparing the cocktail,Fill a shaker 2/3 full with cracked ice,Add the gin, Cointreau, orange juice and lemon juice to the shaker,Shake your cocktail for 10-15 seconds,Strain the shaker contents into the chilled coupe glass,Lastly, garnish your cocktail with an orange peel",Maiden's Prayer,https://www.makemycocktail.com/cocktails/MaidensPrayer.php
"2 oz.,1 oz.","Tequila,Coffee Liqueur"," Fill your rocks glass with ice,Fill a mixing glass 2/3 full with cracked ice,Add the tequila and coffee liqueur to the mixing glass,Stir your cocktail for 30-45 seconds,Strain the mixing glass contents into the rocks glass",Brave Bull,https://www.makemycocktail.com/cocktails/BraveBull.php
"0.5 oz.,0.5 oz.,0.5 oz.,0.5 oz.,0.75 oz.,0.75 oz.,0.5 oz.,1.5 oz.","Gin,Vodka,Tequila,Rum,Lemon Juice,Simple Syrup,Melon Liqueur,Lemon-Lime Soda"," Fill your highball glass with ice,Fill your cocktail shaker 2/3 full with cracked ice,Pour the ingredients (excluding lemon-lime soda) into the cocktail shaker,Shake your cocktail for 10-15 seconds,Strain the shaker contents into the highball glass,Top off the glass with lemon-lime soda,Gently stir with a straw,Lastly, garnish your cocktail with a lemon wheel",Tokyo Tea,https://www.makemycocktail.com/cocktails/TokyoTea.php
"1 oz.,1 oz.,2 oz.","Tequila,Orange Liqueur,Orange Juice"," Fill your rocks glass with ice,Fill a shaker 2/3 full with cracked ice,Add the tequila, triple sec and orange juice to the shaker,Shake your cocktail for 10-15 seconds,Strain the shaker contents into the rocks glass,Lastly, garnish your cocktail with an orange wedge",Texas Two Step,https://www.makemycocktail.com/cocktails/TexasTwoStep.php
"0.5 oz.,5.5 oz.","Mint Liqueur,Champagne"," Chill your champagne flute before preparing the cocktail,Pour the champagne and mint liqueur directly into the champagne flute,Lastly, garnish your cocktail with a mint leaf",AriseMyLove,https://www.makemycocktail.com/cocktails/AriseMyLove.php
"2 oz.,5 oz.","Rum,Cola"," Fill your highball glass with ice,Pour the rum directly into the glass,Top off the glass with cola",Rum and Coke,https://www.makemycocktail.com/cocktails/RumCoke.php
"2 oz.,5 oz.","Whiskey,Lemon-Lime Soda"," Fill your highball glass with ice,Pour the whiskey directly into the glass,Top off the glass with lemon-lime soda,Lastly, garnish your cocktail with a lemon twist",Seven & Seven,https://www.makemycocktail.com/cocktails/SevenSeven.php
"1 oz.,1 oz.,1 oz.,0.5 oz.","Herbal Liqueur,Orange Liqueur,Orange Juice,Cream"," Chill your martini glass before preparing the cocktail,Fill a shaker 2/3 full with cracked ice,Add the Galliano, orange liqueur, orange juice and cream to the shaker,Shake your cocktail for 25-30 seconds,Strain the shaker contents into the chilled martini glass,Lastly, garnish your cocktail with an orange twist",Golden Dream,https://www.makemycocktail.com/cocktails/GoldenDream.php
"1.5 oz.,0.5 oz.,2 oz.,2 oz.","Vodka,Orange Liqueur,Grapefruit Juice,Pineapple Juice"," Fill your highball glass with ice,Fill your cocktail shaker 2/3 full with cracked ice,Pour the vodka, blue curacao, grapefruit juice and pineapple juice into the cocktail shaker,Shake your cocktail for 10-15 seconds,Strain the shaker contents into the highball glass,Lastly, garnish your cocktail with a pineapple wedge",Blue Bayou,https://www.makemycocktail.com/cocktails/BlueBayou.php
"2 oz.,1 oz.,0.5 oz.,0.25 oz.,3 oz.","Whiskey,Lemon Juice,Lime Juice,Grenadine,Soda Water"," Fill your highball glass with ice,Fill your cocktail shaker 2/3 full with cracked ice,Pour the whiskey, lemon juice, lime juice and grenadine into the cocktail shaker,Shake your cocktail for 10-15 seconds,Strain the shaker contents into the highball glass,Top off the glass with soda water,Gently stir with a straw,Lastly, garnish your cocktail with an orange slice and a cherry",California Lemonade,https://www.makemycocktail.com/cocktails/CaliforniaLemonade.php
"2 oz.,1 oz.","Brandy,Mint Liqueur"," Fill your rocks glass with ice,Fill a mixing glass 2/3 full with cracked ice,Add the cognac and white creme de menthe to the mixing glass,Stir your cocktail for 30-45 seconds,Strain the mixing glass contents into the rocks glass",Stinger,https://www.makemycocktail.com/cocktails/Stinger.php
"2 oz.,5 oz.","Rum,Ginger Beer"," Fill your highball glass with ice,Pour the rum directly into the glass,Top off the glass with ginger beer,Note: For a different look, pour the ginger beer first and then slowly pour the rum on the back of a barspoon to float it on top,Lastly, garnish your cocktail with a lime wedge",Dark And Stormy,https://www.makemycocktail.com/cocktails/DarkAndStormy.php
"2 oz.,0.5 oz.,4.5 oz.","Gin,Lemon Juice,Ginger Ale"," Fill your highball glass with ice,Pour the gin and lemon juice directly into the glass,Top off the glass with ginger ale,Gently stir with a straw,Lastly, garnish your cocktail with a lemon wedge",Gin Buck,https://www.makemycocktail.com/cocktails/GinBuck.php
"1 oz.,1 oz.,1 oz.,3 dash","Rum,Sweet Vermouth,Dry Vermouth,Bitters"," Chill your coupe glass before preparing the cocktail,Fill a mixing glass 2/3 full with cracked ice,Add the rum, vermouths and bitters to the mixing glass,Stir your cocktail for 30-45 seconds,Strain the mixing glass contents into the chilled coupe glass,Lastly, garnish your cocktail with a cherry",Latin Manhattan,https://www.makemycocktail.com/cocktails/LatinManhattan.php
"2 oz.,1 oz.","Gin,Sweet Vermouth"," Pour vermouth and gin directly into a coupe glass without ice,Lastly, garnish your cocktail with a cherry",Gin & It,https://www.makemycocktail.com/cocktails/GinAndIt.php
